Gawe³;Faniœkiewicz
Lubomys³;Mainusch
Bertrand;Poliszot
Oktawian;Lankosz
Pakos³aw;Œnida
Augustyn;Jêczmianka
Bonawentura;Lutze-Birk
Jeron;Nieleszko
Andron;Drebat
Absalon;Cha³upczyk
Teofil;£achyñska
Roger;Wawczak
Alban;Marenczak
Leonard;Lans
Zdziwoj;Wyzgal
Stanimir;Witaszczyk
Benon;Knigowski
Iwan;Stropek
Gos³aw;Dizenhauz
Bolebor;Bedronka
Gaudencjusz;Ko¿ukarow
Zbyszko;Witaszkiewicz
Hilary;Bastian Brzeziñski
Floryn;£ukaszyñski
Mœciwój;Magdeczka
Pakosz³aw;Skor³at
Walenty;Lacarus
Goœcimir;Pa³kow
Wit;Bisikierski
Budzimir;Zduniuk
Salwin;Koclêda
Wodzis³aw;Czwarkosz
Eustachy;Blobel
Florencjusz;Pastczak
Ubald;Wóznicki
Florentyn;Mercholc
Ciechomir;Brendler
Apollo;Arutyñska
Bolemir;Walzner
Dad¹bog;Kospian
Bronisz;Miastowski
Spirydion;Wdowienko
Fides;Kis³o
Sêdzis³aw;£uczajko
Jazon;Strze³ba
Cecylian;Riling
Natalis;Bakala¿
Cieszymys³;Amagowska
Dobies³aw;Garuch
Gerard;Masznarska
Jaczewoj;Popieñ
Borzywoj;Malu¿yn
Bo¿eciech;Sandoz
Damian;Kornblit
Tworzys³aw;Ko¿ynak
Abel;Cwalik
Bo¿ys³aw;Sekura
Parys;Gawarzycki
Bogudar;Helandt
Bazyli;Strzeja
Sylweriusz;Zadzimski
Dragomir;Terszczyñska
Teobald;Gumleniak
Dzier¿ys³aw;Josionek
Trzebimir;Bordynagel
Œwieciech;Pobo¿y
Ulryk;Œwiergoszcz
Szczepan;Braunisch
Radek;G³adych
Radomi³;Stoinka
Trzebomys³;Rajzinger
Soter;Fial
Przemi³;Mawiñska
Abraham;¯aglonok
Dezyderiusz;Nico³a
Godfryd;Blajfer
Natalis;Matraszek-Szaniawska
Zdzimir;Kuschera
Skarbimir;Pochorñ
Klet;Kotzak
Gracjan;Haszczyc
Klemens;Sabatier
Siestrzemi³;Sysiak
Arkady;Bichniarz
Siemowit;Wiœnewski
Zbis³aw;S¹³ek
Witomir;Rajss
Zachariasz;Horebec
Krzesimir;S³yszyn
Krzywos¹d;¯embrowski
Bertrand;Chicho³
Lubomys³;Laktarska
Konstans;Dabrzycka
Radomys³;Mie³koska
Balcer;Bogos³aw
Diogenes;Mêtkowski
Hortensjusz;¯enka
Joel;Segiel
Wito³d;Gess
Orfeusz;Pritykina
Roœcigniew;Nikodomska
Dalemir;Œwierd
Absalon;Rala
Adalbert;Diergas
Rudolf;Czucznicz
Hermes;Oboz
Siemowit;Kunn
Czêstomir;Donisiak
Wszerad;Tu³aczyk
Urban;Jêczmionek
Racis³aw;Inkret
Batszeba;Szeraszewski
Wiktoriusz;Tobjas
Joachim;¯emb³owski
Sabin;Cejzner
Oliwier;Wysierska
Krystian;Mandrykowski
Alban;Stromek
Symeon;Nieciuk
Ali;Brecher
Czêstobor;Formejster
Samson;¯arnoch
Sabin;Topicha
Feliks;Kieruñczyk
Lubos³aw;G¹szczek
Beatryks;Szadocha
Augustyn;Wypyszek
Naczes³aw;Oba³ka
¯ywis³aw;Szulwiec
Radzis³aw;Wo¿akowski
Wróciwoj;Szirmak
Florenty;Zyblewski
Berno;Wantu³a
Dad¹bog;£ukszo
Salwator;Wasztyl
Wit;Trza³kowski
Maurycy;Gedziñski
Domicjan;Sterm
Radziwoj;£¹cik
Sozant;Lassota
Gerhard;Mikoschek
Lew;Kubalañca
Charyzjusz;Barandowski
Godzimir;Szczyszek
Przes³aw;Kierpa³
Asteriusz;Ja³guszewski
Prudencjusz;Szumkiewicz
Benignus;Moskowczuk
Rafael;Klimas
Oskar;Kadacka
Kalistrat;Smerdzyñski
Rainer;Antepowicz-Darewski-Wery
Bronisz;Derbiœ
Symeon;Rozp³ochowski
£ucjusz;Czaszka
Laurentyn;Koszarycz
Malkolm;Wernerska
Goar;Kozutko
Mauryn;Duciacka
Eliasz;Gwara
S³awosz;Korabiec
Alojzy;Gerot
Sobies³aw;Mendoszewski
Izaak;Haukowska
Ders³aw;Kurmanowski
Kajetan;Kie³buœ
Axel;Bia³ów
Germanik;GendŸwi³
Goœcimi³;Walerich
Krzesis³aw;Josim
Prochor;Kwarców
Gilbert;Kompaniejcow
Przybymir;Sztarba³a
Eutropiusz;Bunsz
Micha³;Dobruszyñski
Ulrych;Procan
Agapit;Ertem
Racibor;Weiske
Anastazy;Szturch
Mêcimir;Domrzalski
Godzimierz;Sronek
Odil;Czykan
Epifani;Jarmo³a
Zenon;Pó³grabicz
Pêcis³aw;Czarnomysa
Daros³aw;Dziobus
Miko³aj;Drotler
Epifan;Obetków
Rafa³;Dobost
Siemirad;Mula
Konstancjusz;Pinka³o
Mas³aw;Wasi³kowski
Gaspar;Ralmow
Hugo;Arcimiuk
Wiaczes³aw;Lichoszerst
Teodozjusz;Kabelis
Myœlibor;Guta
Pakosz;Dzimkiewicz
Samson;Fiatek
Suliwoj;Sewio³o
Wirginiusz;Trajczerowicz
Czêstobor;Rabajdek
Samuel;Raækowicz
Bonifacy;Parczko
Redogort;Tylutko
Ubald;Labrec
Teodor;Pipielarz
Jaros³aw;Aleksander
Beatryks;Bu³aszewska
Bart³omiej;Camra
Dalebor;Skryp
Leonidas;Iwor
Dalegor;Jeziewski
Delfin;Maziewski
Siemirad;Ju³awa
Wrzes³aw;Szmajchel
Cyryl;Poniszko
Dionizjusz;Przeliorz
Trzebis³aw;Klajnest
Herman;PogoŸniak
Dolores;Gebuœ
Witalis;Synkulska
Wiktorian;Choteborski
Bertrand;Kaczanowski
Benicjusz;Klocek
Wszerad;Burszel
Tytus;Trêtowicz
Marian;JaŸluk
Klet;Kaluzniak
Emilian;Wieprzyñski
Bolemys³;Tesnowski
Bertram;Staszyñski
Urlyk;Fromuth
Artur;Fieweg
Magnus;Brejko
Jeremiasz;Durszlewska
Karol;Popadynczyk
Józef;Lewoncewicz
Herbert;Rekiesz
Oleg;Rien
Gabin;Farej
Mieczys³aw;Pilmon
Warcis³aw;Ziemicz
Cyriak;Bausch
Cyrus;Chwieros
Leopard;Honbrechts
Ewald;Odarus
Frydolin;Cha³atkiewicz
Daros³aw;Feill
Lilian;Barczewicz
Sobies¹d;Folgiert
Sewerian;Szpanielewski
Denis;Ciejek
Radzis³aw;Ciarloni
Leopard;Harczuk
Ramon;Rokœciñski
Charyzjusz;Samo³ajtis
Gotard;Rohte
Kurt;Czeremski
Antoni;Syry³³o
Cecylian;Ajche
Rufin;Foroszewska
Erwin;Kludacz
Kryspin;Witosek
Radowid;Bry³a
Radzimir;Kruch
Symplicjusz;Kochanny
Artur;Coman
Ciechomir;£uæko
S³awoj;Frechman
Achacjusz;Mo³das
Metody;KoŸmicz
Rodryg;£akotka
Suliwoj;Œcieñski
Zdziwoj;Weiñczyk
Domicjan;Wojdat
Kondrad;Czarnomaska
Dobros³aw;Kitawska
Maksymin;Siadnik
Rygobert;Buczowski
Œwiêtope³k;Pahudo
Mi³os³aw;Karczmarek
Bazyl;Boza³ek
Jeremiasz;Kiwa³
Wrócimir;Minierski
Czêstobor;Kierzewska
Czesemir;Szprinc
Florian;£ossan
Lucjusz;Klemiata
Leon;Kurgonowicz
Chwalibóg;Aloszko
Wawrzyn;Sanetas
Justyn;Turnicki
Jozue;Konowada
Goœcimi³;Piechuto
Kandyd;Rawas
Nicefor;Weissgerber
Remigiusz;Perkielewicz
Ildefons;Schock
Pakosz³aw;Malichnowska
Cyprian;Ko³duñ
Dawid;Gnur
Konstancjusz;Dziêb³owska
Gaudenty;Rejnar
Bo¿ywoj;Kl¹bka
Edward;Gajdos
Lubomir;Aleksjew
Gwalbert;Ollech
Wilhelm;Karolenko
Zdzibor;Mazurik
Witalian;DroŸdzal
Micha³;Beryl
Salwin;Sandwicka
Witold;Kiradzopulos
Hortensjusz;Ko³tón
¯ytomir;Reflewski
Felicysym;Fejcht
Ksenofont;Ballue
Flawian;Gryndek
Franciszek Salezy;Fruszkowski
Beniamin;Debowicz
Sobies¹d;Szaur
Ksawery;Mirowczuk
Uniegost;K³osuñ
Hygin;Niedolewska
Drogomir;Pio³unowicz
Dalemir;Filipcewicz
Wszemi³;Metwali
Roger;Kremian
Przybyrad;Cyprioñski
Walerian;Burawski
Sabin;Babiacka
Zbygniew;Odrow¹¿-Pieni¹¿ek
Jan Nepomucen;Amirian
Wierzchos³aw;Fr¹ckiew
Torpet;Gu³aj
Budzis³aw;Ga³afin
Bazyl;Panaszewicz
Teodozjusz;Siusiaj³o
Uniewit;Kosobko
Hegezyp;Ko³eszko
Strze¿ymir;Pyjur
Fortunat;Gierdowska
Honorat;Dziuryñska
Sulirad;Popiel Sulima de Salowic
Eliasz;Liedtka
Rut;Sapyta
Ildefons;Forsman
Erhard;Mitsche
Przemys³;Smulewicz
Ludomi³;Po³ogowska
Myœlibor;Œcichomska
Otniel;Sapelik
Eweryst;Kerre
Antoni;Kuniata
Agenor;Marmaj
Dagobert;Bunal
Ezechiel;Kleiszmydt
Alfred;Maba
Hermes;Hakowczyn
Odil;Siedlicki
Eryk;Podmorodecka
Erwin;Wandorf
Balbin;Ostoja-£ojasiewicz
Arkady;Ka³aszczaj
Goœcimi³;Falentys
Klet;Sonkol
Noe;Mateus
Epifan;Sic
Bruno;Kuæmaja
Napoleon;Bondarko
Gabor;Mayka
Agapit;Jerocki
Kornel;Lottko
Wiêczys³aw;Peisz
Orfeusz;Oziêbiowska
Heliasz;Frantz
Wadim;Witelski
Bohdan;PobieraŸniak
Mi³ogost;Filich
S³awomir;Harembski
Arkady;Ruclak
Siestrzemi³;Mocarna
Augustyn;Szarameta
Laurencjusz;Siajko
Bolemys³;Rusionek
Agatonik;Tamasiuk
Adaukt;Siatras
Otomar;Wiszak
Jan Kanty;Gejza
Konradyn;¯o³adowska
W³odziwoj;Segeniewicz
Bogudar;Switko
Jaczewoj;Napiontek
Gaudencjusz;Bogumi³o
Oktawiusz;Nemlich
Kalasanty;Koldran
Barabasz;Drykarczyk
Franciszek Salezy;Fielauf
Ludwik;Pioñka
Sebastian;Biehmecka
Spycimir;Nitu
Benignus;Plagens
Bêdzimir;Cabaj
Kain;Tamakis
Klementyn;Szymyslik
Ezechiel;Ko³amajska
Wszerad;Grabow
Radomys³;Cwieluk
Galezy;Wojtowicz
Egbert;Huegel
Walter;Salmanowicz
Cyprian;Totz
Wolmar;Bary³³o
Lubos³aw;Cwan
Ruprecht;Zakab³ukowski
Rufus;Gotratowicz
Bernard;Karasterani
Rupert;Pawi³an
Pompejusz;Mereæ
Konstantyn;Mnysz
Klaudian;Klibengajtis
Wszerad;Strzeleski
Paschalis;Gr¹dziak
Teodor;¯o³ondowski
Zdobys³aw;Feœluk
Odyseusz;Zbiczak
Otton;Szobert
Ruprecht;Stoller
Nestor;Szczeœniek
S¹domir;Tawkinowicz
Bogusz;Posie³ek
RenÃƒÂ©;Duraluk
Olgierd;Szuchowicz
Barnabasz;Zagozdun
Filemon;Proskuryn
Kanizjusz;Szecki
Artur;Mozyro
Mieczys³aw;Grudzieñ
Rafael;Beifus
Wolfgang;Resse
Wiktor;Schwidt
Radzim;Wajdy³o
Franciszek;Œlizgi
Abdon;Sobianowski
Janusz;Podszywa³o
Klaus;Gondelek
Prudencjusz;Myszuñska
Petroniusz;Chickow
Bogurad;Mro¿ak
Wiktor;Domars
Lutomys³;Kopetyñska
Diogenes;Mattauszek
Dacjan;Pacicha
Dorian;Cirko
Lubomierz;Frang
Chryzostom;Przybilka
Leonard;Grenowicz
Tomasz;Hiltawski
Przybys³aw;Wiêcko-Wolniewicz
Wolmar;Kawe³ko
Rygobert;Tarchanów
Libert;Ochaciñski
August;Matofij
Justyn;Sztylka
£adys³aw;Cenczek
Radociech;Rohulko
Sulibor;Suchniñska
Horacy;Chrupiñska
Leodegar;Bute
Felicysym;Skobielska
Miromir;Popowski
Wis³aw;Sando
Korneliusz;Glas
Gustaw;Nawatka
Trzebomys³;Kuroski
Samson;Parady³o
Bogudar;Tworzyjanów
Walentyn;Lampricht
Benedykt;Steffka
Asenat;Beinek
Bonawentura;Dembiniec
Bohdan;Zmenda
Chryzant;Niepala
Cezariusz;Szumielowicz
Longin;Rychszaid
Goœcis³aw;Chwalibogowski
Amedeusz;Noumczyk
Harasym;Finar
Roœcis³aw;Arnata
Czechoñ;Kuzik
Pakosz;Szmilda
Emeryk;Terszakowiec
Patryk;Kaczyn
Engelbert;Maniawski
Siemiodrog;Kozbian
Œwieciech;Simniszko
Maurycy;Onoszka
Mœcis³aw;By¿yñska
Dionizjusz;Heinig
Gedeon;Sternhagen
Siestrzewit;Jaglewski
Kondrad;Borowków
Antonin;Ciêcio
Ziemowit;Wojtachowski
January;Bia³owarczuk
Ziemis³aw;Hoppa
S³awosz;Stobierzanin
Grodzis³aw;Breinkrenz
Mirogniew;Sklocz
Eudoksjusz;Szranka
Alpinian;Ska³ecki
Zachariasz;Cielczewicz
Bernardyn;Strzebniok
Urban;KaŸmieczak
Wrócis³aw;Ho³omejko
Cecyl;Brzêczuk
Agapit;Morguñ
Aureli;Soworska
S³awosz;Buchmolz
Ludomi³;Poralla
Jan;Skerda
Gaudencjusz;Monseñ
Romuald;Skibiniewska
Zenobiusz;Zdorzek
Czesemir;Lozor
Renat;Girzecki
Zbygniew;Siembak
Artemon;Choromañski
Manswet;Pe³etko
Adam;Tomiszek
Julian;Sklepowicz
Bo¿ebor;Roggenbuch
Ferdynand;Krupta³a
Jacek;Jadykin
Redogort;Dufresne
Hermenegild;P³askoñski
Gebhard;Zimba³
Myœlimir;Bitoft
Redogort;Kryckiewicz
Oleg;Neider
Marek;Chajdur
Alan;Chodnik
Jaromir;Delegarda
Chwalimir;Rabo³owicz
Sulis³aw;Kazul
Eligiusz;Bebek
Uniemys³;Becha
Zenobiusz;£obasiewicz
Longinus;Kosznerczuk
Floryn;Kapciñski
Uniedrog;Kociaba
Radzimir;Cirner
Ziemowit;Harenczuk
Erwin;Bruciñski
B³a¿ej;Lysek
Gustaw;Enson
Mieszko;Mierzwa
Sulimir;Badermann
Fryderyk;Chawe³ka
Dragomir;Drysz
Heliasz;£abadziñska
Wodzis³aw;Tobiañski
Fides;Cibis
Igor;Cepe³owicz
Mariusz;Zeftleben
Melchior;Szeniatowicz
Abercjusz;£obór
Artus;Bakarewicz
Nehemiasz;Kedrak
Sambor;Draga
Brodzis³aw;Sowir¿a³
Dobromi³;Hanzelko
Donat;Joswig
Salezy;Niessalla
Wenancjusz;Küchmeister
W³adys³aw;Jaæków
Gerwazy;Wawu³a
Niegos³aw;Kuziów
Ignacy;Œliwon
German;Nowarra
Borzymir;KuŸminski
Cieszyrad;Szalczewski
Damazy;Turmiñski
Ali;Bodzênta
Andron;Matlor
Frydolin;Aksnowicz
Gebhard;Chomañczuk
Gos³aw;Kobran
Kalistrat;Parisse
Mœcigniew;Kujawowicz
Józef;Fligga
Klementyn;Anczutko
Aureliusz;Cyron
Paramon;Letowt
Wawrzyniec;Potrykuœ
Wasyl;Kernlajn
Ambro¿y;¯emta
W³adymir;Stelmaszczak
Gorzys³aw;Bigdon
Priam;PaŸdzorko
Cieszygor;Sobiera
Sebald;Sygnet
Waldemar;Leki
Bohdan;JóŸwowski
Lilian;Kutosz
Pelagiusz;Allery
Rafael;Pokojowa
W³odzis³aw;Wordecka
Lubos³aw;Skuratów
Frydolin;Sychtyrz
Uniegost;Medek
Bo¿ywoj;Z¹bczuk
Jacek;Ma³cuszuk
Eulogiusz;Bienczyk
Kornel;Ba³aza
Dobromir;Eieszberg
Sulpicjusz;Rekrutiak
Dziers³aw;Zylbert
Jazon;Kêdzora
Charyzjusz;Belerski
Jaros³aw;Goner
Nikanor;Jaœwi³ko
Florentyn;Po³ochajko
Dytrych;Smykliñski
Gos³aw;Rykulak
£êkomir;Chaberkowski
Hieronim;Pó³roza
Abraham;Stoniszko
Mi³osz;Fenek
Bêdzis³aw;Hrabkowicz
Oskar;Wysturk
Mansfet;Nargel
Konrad;Chojênta
Gawe³;Hejden
Jan Kanty;Auzel
Teodozjusz;Bodziochowska
Nikanor;Rosinkowski
Micheasz;Gawarowska
Rainer;Winikajtis
Grzegorz;Dupnik
Pius;Baju³a
Frumencjusz;Perzak
Gedeon;Gwiñska
Fryderyk;Skur³at
Radowid;Rudnieczko
Reinhold;Tewa
Leopard;Cu¿ytek
Cieszygor;Raschke
Bo¿ebor;Godfreyow
Gilbert;Siwirikow
Hortensjusz;Woldanowski
Herakliusz;Bohrycewicz
Ziemowit;Sztajnmec
Lutomir;Kowalczyk
Judasz;Stalmachowski
Dominik;Pude³ka
Gorgoncjusz;Grabiniewska
Sieciech;Gagewska
Œwiêtobor;Smêdzi³
Adaukt;Siupka-Mróz
Œwiêtope³k;Ma³eñ
Bazylid;Gadziejewski
Odyseusz;Jakunda
Tobiasz;G¹ponik
Samson;Solubek
Flawiusz;Anwand
Sykstus;Haszer
Konstantyn;Bum
Judasz;Cysz
Nemezjusz;Miga³owska
Gabin;Sidorski
Cecyliusz;Hohula
Skarbimir;Szumilicz
Rufus;Kusznaryw
S³awobor;Wadaszyk
Rajmund;Smó³kowski
Czêstobor;Moholska
Sulis³aw;Kurnal
Micheasz;Borasch
Borzys³aw;Pó¿nikiewicz
Tacjusz;Plecek
Ramon;Kudrawlew
Brunon;K³adyñ
Makary;Cawroñska
Achacy;Peichacka
Domicjan;Harms
Przedpe³k;Fr¹d
Anastazy;Czyczyna
Chwalibóg;P³uciennikowski
Erazm;Wontek
Klaudiusz;Urmanin
Roch;Dedyñski
Sambor;Szerle
Zenobiusz;Warzyszyñski
Zbys³aw;Obal
Lewin;Dymitruk
Bertram;Reginka
Wiêczys³aw;Lewcoñ
Oktawian;Autochowska
Bazyliusz;Slawiczek
Medard;Ilarski
Frumencjusz;Guzenda
Cieszys³aw;Barzok
W³adymir;Kichnert
Fabrycjan;Hawry³kowicz
Jeron;Mielnowska
Gabin;Pr¹dnikowski
Pawe³;Wierus
Romuald;Meterowicz
Lucjol;Biduœ
Les³aw;Kwaœnowska
W³oœcis³aw;D¿awala
Mansfet;WieŸlak
Sieros³aw;Telatnik
Lenart;Moyzes
Janis³aw;Soliga
Manfred;Pietrasz
Mi³owan;Deybowska
Goliat;Diatszenko
Hieronim;O³oszyniec
Marcel;Grudziewicz
Rut;Jasio³ek
Nestor;Kinks
Radomi³;Cunel
Rupert;Ibkowski
Herakliusz;Jezussek
Witomi³;Œlickiewicz
Anicet;Poniszko
Grodzis³aw;Chaskiewicz
Rados³aw;Grzelczuk
Prochor;Brenstiern
Lucjan;Pomierczyk
Lutobor;Padechnowicz
Lew;Citak
Romeo;Koszarycz
Tolis³aw;Wosztal
Petroniusz;Szwarzyñski
Innocenty;Przeniczka
Pakosz;Pieciula
Tworzymir;Mercer
Cieszyrad;Gustyl
Roman;Frenszkowski
Paulin;Mitting
Tolis³aw;Kozmiarkowska
Œwiêtope³k;Dulia
Norman;Kancierz
Zygmunt;Mistacka
Ramon;B³acik
W³odzis³aw;Majdu³a
Nemezjusz;Cirsz
Hegezyp;Fa³szewicz
Torpet;Lawrykowska
Edwin;Kurasiñski vel Kurasik
Miligost;Nitiforuk
Otto;Zdybieñska
Naczes³aw;Jascheck
Œcibor;Filowski
Wolfgang;Mausfeld
Wierzchos³aw;Schaffrinna
Karp;Hojan
Jazon;Wi¹zaniak
Boromeusz;Rejmo
Onufry;Syldatke
Sulimir;P³asny
Erhard;Kopczewski
Otniel;Pliskowski
Wirgiliusz;Strzewska
Wrócis³aw;Ernlund
Przybys³aw;Erker
S³awobor;£ybik
Cieszyrad;Pejdzik
Gaudenty;Balfanz
Dagobert;Hoinko
Marek;Sk³odzka
Eudoksjusz;Ba³truczko
Ubys³aw;Ptanak
Euzebiusz;Alka
Lubos³aw;Orlina
Wespazjan;Goszik
Kanizjusz;Lipiasz
Wyszemir;Guderjan
Cecyliusz;Anterszlak
Rajnold;Katrys
Kryspin;S³afiej
Liboriusz;Kuziomski
Gaudencjusz;Nemitz
Orfeusz;Tanadynka
Rainer;Piotroñski
Cecyliusz;¯êczakowski
W³odzimir;Oryszczyszyn
Wojciech;Jeremiejew
Edgar;Mate³ka
Goœcimi³;¯elonka
Charyzjusz;K³ociñski
Lubomys³;Jaremczak
Sebald;Mracki
Enoch;Schwerdtfeger
Probus;Bresa
Salomon;Duszny
Roger;Rehak
Beatryks;Hartramph
Strze¿ywoj;Hamr
Mi³owit;Bidawska
Gos³aw;Miozga
Amedeusz;Rzepedzki
Romeo;Rothganer
Fidelis;Stafiak
Idzi;Karbusiek
Dobrogniew;Szybrowicz
Konstanty;Kuzdroliñska
Antoni;Tarwel
Sylwiusz;Mrygoñ
Jaczewoj;Oleszkin
Melchior;Ecke
Joel;Czarpacki
Marcjal;Farczyñska
Zbros³aw;Burbas
Siemirad;Chonowicz
Telesfor;Jawna
Drogomys³;Krzeszczuk
Biernat;Dubber
Ambro¿y;Wiêckiewicz
Marcjal;Szurik
Lechos³aw;Marsz³
Ksenofont;Ry¿ukiewicz
Krystian;Korni³ow
Czechasz;Ka³rych
Justyn;Distel
Tyberiusz;Mikstein
Skarbimierz;Zagrodniec
Alan;Dorocki
Delfin;Wyskiel
Wiêces³aw;Ettmayer
W³oœcis³aw;Krajas
Arkadiusz;Rzêndkowski
Wenancjusz;Liœnyj
Bo¿ebor;Lazuryszyn
Rajmund;Wiacki
Agaton;Gucze
Dymitr;Pa³dejczuk
Efrem;Hor³aj
Wirgiliusz;Bawyko
Konstantyn;Kêpsk
Radzim;Barandt
Ildefons;Aliwoda
Sylwery;Podomarof
Lambert;Popidl
Skarbimir;Henelich
Amon;Garbocka
Wis³aw;Kieruzal
Bolebor;Waleszczyk
Odo;Panczugow
Bolemys³;Ostapski
Emilian;Pszeniak
¯ywis³aw;Barabanów
Baltazar;Bekow
German;Oniesiewicz
Priam;Brygadzin
Radzimir;Kuleka
Olaf;Wójcki
Arkady;Nemecek
Bo¿ebor;Kapiñski
Wróciwoj;Kubarski
Krzesimir;Œrodulski
Wszegniew;Plimkiewicz
Rainer;Komnatowski
Mieszko;Senek
Felicjan;Drejlak
Benedykt;Œciœlicki
Bartosz;¯muda-Trzebiatowski
Teofil;Marnasz
Eustachy;Bodda
Longinus;Góralny
Salomon;Bankosz
Wiktoriusz;Ostapczen
Flawiusz;Cierpi³owski
Dragomir;Cha³upniczak
Racimir;Bandrek
Hugon;Kiza
Dragomir;Warawa
Zenon;Zwar
Bogurad;Kaniok
Maksym;Garszyna
Napoleon;Rykanel
Tadeusz;Peszczyñski
Sêdziwoj;Luzmiak
Budzimir;Bacila
Placyd;Morciñczyk
Roœcis³aw;Lublianiec
Kamil;Rycherska
Gerald;Dziegielska
Uniemys³;¯wikiewicz
Bogdan;Baduna
Modest;Saw³ukowicz
Trzebis³aw;Hrapek
Agaton;Anne³³o
Wodzis³aw;Cenkowski
Racis³aw;Wiernik-Manugiewicz
Dionizy;Ladrañski
Walerian;Przepieœæ
Remigiusz;Albo
Jonatan;Gondarowicz
Chociemir;Granowicz
Dobrowój;Burszczyk
Grzegorz;Jara
Ernest;£azorynczak
£êkomir;Zastepca
Uniewit;Ga³ucha
W³oœcibor;Tannebaum
Nikodem;Lanuszczy
Prot;Katra
Afanazy;Karczmarczuk
Patrycy;Rumon
Izydor;Dokuczaj
Emil;Glonba
Maurycy;Kabicz
Adolf;£atciñski
Achacy;Simirski
Antonin;Proust
Wierzchos³aw;Bia³ys
Rut;Liszatyñski
Nehemiasz;Waligurski
Samson;Lizinikiewicz
Joel;Rodzik
Nosis³aw;Gumbiñska
Bogurad;Schandrach
Wierzchos³aw;Konfal
Laurencjusz;Swierszczak
Dobrowit;Gut
Krzesis³aw;Wachakowicz
Edgar;Wa³oszkiewicz
Bronisz;Bychkowski
Wrócis³aw;Glirejko
Cecyl;Gertner
Herkulan;Koussi
Wiêcemi³;Borkenchagen
Kleofas;Wyzozêbska
Symplicjusz;Zuchelkowski
Benignus;Liczmanienko
Herkulan;Standera
Rut;Bucharzewski
Miligost;Dowlacian
Budzis³aw;Borzestowski
Kilian;Kaczmarczyk de Louw
Zbys³aw;Wyrembkiewicz
Ewaryst;£ocan
Boromeusz;Beszta-Borowski
Ubald;Marey
Marcjan;Kaziczak
Zacheusz;Differenz
Goar;Pielniok
Eweryst;Marchwiana de Wijs
Tomi³;Kiraga
Duszan;Gomu³owicz
Orfeusz;Kurtyj
Œwiatozar;Drahan
Goœcimi³;Turemski
Galezy;Merok
Ozeasz;Hochlinger
Ciechos³aw;Pieluœ
Maksymin;Ciulwik
Rygobert;Obersztalski
Jan Kanty;Treptow
Pawe³;Gora
£ucjusz;Mrzecka
Bo¿ydar;Czyrznikowski
Bazylis;Tszampel
Edward;Skur³atowicz
Miron;Domo¿ych
Sulirad;Kopalak
Gorzys³aw;Cêdzikowski
Uniewit;Doliga³a
Jaromir;Chont
Witos³aw;Kasik
Floryn;Oczkiewicz
Benicjusz;Bieducha
Chwalis³aw;Dzierko
Gall;Przychodzien
Mauryn;Sokoliñski
Beatus;Szlubowski
Siemirad;Korzyczak
Hadrian;Freisler
Bogumir;Kameniak
Wieñczys³aw;Manaszek
Brunon;Wozniewski
Ulryk;K³yczka
Kondrat;G¹sieniecka
Dobiemir;Walesieniuk
Dominik;Motyga
Sêdzis³aw;Wigol
Kiejstut;Koschella
Sobies¹d;G¹sienica
Niegomir;Szymañda
Samuel;Koral
Przemi³;Berniaciak
Zbygniew;Szczyrów
Diogenes;Rudman
Zbyszko;Preuter
Domicjan;Ga³uŸna
Franciszek;M³adun
Harasym;Œwiechowski
Pêkos³aw;Aukunas
Gniewomir;Rzechak
Sergiusz;Bauszew
Gorgoncjusz;Potzwa
Tomis³aw;Pyjecki
Lew;Momotka
Pius;Somdej
Kiry³;Esden-Tempski
Albert;Tumaszyn
Kamil;Schneid
Galezy;Chuberman
Sylweriusz;Teinert
Dzier¿ys³aw;Tranczewski
Trzebowit;Jaccuk
Spirydion;Smardzowska
Ireneusz;Karbowiec
Liberat;Tubiszewski
Pakosz;Rypuszyñski
Niegos³aw;Urnowicz
Bernardyn;Chrapunow
Kanut;Nawrotny
Rufin;£ukjañczyk
Klement;Mitruczuk
Sieciech;Kokiet
Wadim;Buczulak
Strze¿ymir;Franuszkiewicz
Pompejusz;Karthals
Dobrogost;Gr¹dyœ
W³odzis³aw;Hetmañczuk
Gebhard;Pubaj
Lucjol;Gramsiñska
Placyd;Grzeszkiewicz
Nadmir;Cwencyszyn
Twardos³aw;Fryjewicz
Dad¹bog;Bierwiczonek
Martynin;Pieczarkowski
Daros³aw;Fajduk
Bo¿ys³aw;Galbarz
Ramon;Szwajdrak
Pudens;Zienczyk
Kiejstut;Maciepiñska
Wiêczys³aw;Bachtowicz
Zdziwoj;Radna
Aron;Krzesiwczyk
Goœcis³aw;Rawa
Samuel;Bacharowski
Siemowit;Bruchowiecka
Fabrycy;Wilichowski
Dobrogniew;Pakleza
Sulis³aw;Chaskielewicz
Dan;Wrzosek vel WoŸniak
Euchariusz;Soltys
Czesemir;Ogieñ
Ziemowit;Fepek
Prosper;Hertrich-Woleñski
Gniewomir;Hiliñski
Ewald;Bronsztejn
Roœcimir;Ogrodowicz
Dobrogniew;Sznerek
Gniewomir;Ku¿an
Tomasz;Szargut
Wyszes³aw;Talha
Chwalis³aw;Wyca
Chociebor;Przyja³kowski
Unimir;Zigner
Cyprian;Rosnowski
Herkules;Czerczuñ
¯ywis³aw;Bonich
Abel;Grygiel
Natan;Hajndrich
Roderyk;Jadachowski
Ostap;Ferorowicz
Klemens;Kasztanowicz
Spycis³aw;Chernian
Festus;Wudkowicz
